2	-5.953193	10.260188
0	-0.887736	-6.271828
4	-19.383673	-12.313683
0	4.002669	-3.415810
6	-11.467489	-6.589899
4	-24.710158	-8.644895
6	-13.562306	-7.293313
1	-14.811166	-10.050785
2	-9.015516	7.485972
0	3.120232	-11.538900
4	-19.716127	-12.608528
3	-2.334619	-2.478554
1	-9.255862	-12.497384
0	4.995363	-8.864511
0	3.003366	-4.838120
2	-3.871065	11.540196
5	1.652067	-15.141552
5	-0.503969	-10.468849
6	-17.112896	-7.177409
2	-8.450866	8.509693
1	-5.989376	-7.785365
6	-7.058239	2.051744
3	-9.957905	-2.852621
5	-5.670853	-16.800645
4	-25.411629	-12.251238
5	-1.569812	-19.100685
1	-9.312872	-6.280808
0	0.249294	-7.338755
3	-5.556978	-2.719588
4	-24.656610	-9.293984
3	-5.359629	-6.860050
0	-7.700349	-5.125851
0	-2.931946	-8.370520
4	-29.390903	-17.375093
6	-13.006719	-4.188872
3	-2.355510	-7.726061
0	-0.354904	-9.254217
4	-25.230748	-16.627770
5	-1.615356	-16.781507
0	-1.671374	-11.666824
2	-0.173447	14.486049
2	-7.031409	17.050182
4	-24.964831	-17.428111
1	-11.386348	-10.312938
6	-16.089919	-0.237128
4	-23.312860	-11.547929
6	-12.766988	-5.275811
1	-14.732301	-6.335059
0	-1.042887	-7.445340
3	-8.697364	2.367021
5	1.196851	-16.067379
2	-3.450457	6.584748
3	1.410818	-1.450241
5	-2.684101	-14.332444
4	-23.824844	-23.656863
0	2.695158	-15.043879
1	-13.708730	-4.852075
0	0.276689	-3.117223
1	-6.742753	-6.539565
4	-23.019590	-18.778154
5	2.658306	-11.371316
5	-0.842528	-14.713042
6	-12.632492	-0.415258
5	-3.193472	-10.365600
0	-2.236430	-8.762663
5	-0.855166	-10.196818
1	-5.682428	-2.941473
3	-3.535036	-2.664180
4	-22.513035	-22.160604
0	-3.926881	-6.635776
6	-17.686830	-3.096375
4	-22.358388	-12.695182
1	-3.761483	-13.055686
6	-15.219645	-1.201911
3	-10.952172	-3.822864
2	-3.365974	11.831386
6	-12.977075	-8.282174
2	-12.899452	16.391585
4	-25.605016	-12.279769
3	-2.334328	-2.676056
2	-4.485763	10.006796
0	1.491428	-15.087162
6	-11.058487	2.044903
6	-11.545311	-3.597929
3	-9.390335	-7.341319
0	-0.898528	-6.723111
4	-19.066967	-15.193294
2	-8.714817	7.786879
2	-7.518750	17.703332
1	-5.776215	-13.977637
0	0.741866	-10.180926
2	-7.705969	14.789651
6	-9.298782	-3.890740
3	-4.862008	-9.710842
6	-9.414096	-8.056269
6	-15.143579	-1.732749
3	-7.278145	-1.057696
2	-11.508563	9.279144
2	-6.818147	5.725347
4	-23.512960	-16.264096
6	-9.012835	-2.891621
1	-13.936602	-12.033332
5	-0.162486	-17.668742
5	1.209109	-12.172774
5	4.184866	-11.019415
4	-18.906182	-12.254252
1	-8.236835	-14.082071
3	-4.781709	-6.401582
6	-11.498135	-2.299619
6	-13.665712	-7.125968
5	3.033262	-13.084892
6	-11.000830	0.031885
5	-3.337184	-16.915484
0	-2.217272	-9.451663
6	-12.029349	-10.331851
0	0.674599	-5.027138
1	-4.251514	-4.561568
5	3.855156	-16.554297
2	-8.522927	13.330481
1	-11.342967	-8.127752
2	-8.654331	10.772387
2	-3.966140	8.812126
4	-18.395531	-16.987935
6	-14.396963	3.697974
5	-0.906410	-14.054245
1	-11.794404	-7.853333
0	1.438236	-10.619234
0	0.181661	-5.670633
5	1.708365	-18.349736
6	-12.590190	0.167803
2	-4.366290	10.142791
4	-22.188169	-8.438479
4	-21.609579	-10.595101
0	-0.187530	-4.130269
6	-6.260057	-4.573947
6	-14.848185	-1.973057
2	-2.463311	5.656296
1	-11.348695	-6.787453
1	-20.094028	-8.823246
4	-22.448474	-16.039983
6	-13.553441	-10.565874
0	-5.041742	-8.962826
6	-9.032521	-1.628493
1	-9.756342	-9.634261
6	-13.450855	-7.112977
0	1.941243	-3.476373
3	-4.688574	-8.159676
1	-10.348199	-8.776156
0	1.617370	-9.594437
4	-29.053637	-17.448550
4	-22.430730	-14.360531
0	-1.135138	-7.126728
0	-3.125160	-5.313916
1	-17.561929	-17.167742
1	-12.139836	-9.427670
6	-6.180376	-5.141882
4	-24.802479	-17.132455
6	-6.743514	-6.599994
3	-4.329799	-5.774192
2	-5.547949	5.907875
6	-13.941562	-1.155341
3	-4.084570	-4.839329
0	-5.727233	-10.134366
5	-1.540818	-11.509981
6	-11.187344	-5.659010
0	0.333528	-13.856131
2	-4.270497	14.706983
6	-7.796358	-3.925871
2	-9.463481	8.822378
1	-11.584037	-7.619433
2	-11.872728	7.738039
3	-4.207703	2.408925
0	7.415222	-13.946847
3	-2.634494	-0.176870
2	-7.467855	11.074384
4	-29.781520	-16.410555
6	-5.523154	-6.468636
2	-8.807300	10.081343
3	-7.430233	-1.618414
6	-4.060799	-2.700132
3	-8.116384	0.681210
0	2.729370	-13.836509
4	-23.319980	-17.080282
3	-5.796264	-6.653786
3	-5.615943	-4.807215
4	-23.044804	-16.193994
3	-13.498194	-2.502630
1	-15.089047	-3.398810
2	-3.442283	5.137754
3	-1.653635	-11.335330
5	0.322613	-13.283722
0	-5.220247	-12.684187
5	-4.645521	-14.580524
5	-3.666574	-15.974977
0	-0.656611	-5.491332
5	3.642957	-11.263853
6	-9.963636	-2.919115
5	0.240581	-16.460595
2	-1.237383	6.520533
4	-22.284758	-16.740004
4	-28.279727	-12.733670
0	-4.767962	-4.900519
0	1.175920	-11.542073
4	-27.309887	-12.857611
5	-0.100545	-14.733126
4	-31.203801	-14.634697
6	-10.207755	-6.018814
5	4.250443	-10.961235
0	0.599732	-10.042435
1	-11.075540	-8.371303
6	-11.368851	-10.599579
2	-11.978608	10.987967
1	-10.940581	-7.717464
6	-9.611412	0.519579
6	-8.554270	-2.900600
0	1.699773	-8.961449
2	-1.088961	11.399674
5	-0.101992	-13.262864
5	-0.949126	-12.731138
4	-21.192831	-12.513766
1	-7.869061	-13.235496
5	-0.380807	-16.690834
2	-6.052268	5.918555
4	-23.551928	-11.516171
1	-10.652809	-6.688871
0	4.346062	-6.467590
5	-2.017841	-18.637247
6	-10.306775	-4.102456
3	-0.718685	-0.920009
1	-7.798505	-7.230940
0	-0.144844	-10.435361
4	-26.969280	-6.433950
5	-2.595420	-11.240936
3	-2.834944	-6.861491
1	-14.472539	-8.403223
4	-16.395881	-12.682445
6	-7.325143	-2.095154
5	-0.686042	-15.135929
0	-3.032257	-9.142816
5	1.367052	-12.493142
0	-4.108763	-13.371094
1	-7.933225	-12.839230
3	-4.739076	-6.810703
5	1.433716	-26.028077
4	-24.777945	-12.416532
6	-11.751457	-5.534340
4	-27.901613	-11.212758
5	2.679528	-16.329292
0	3.353572	-7.385422
0	-4.458076	-10.634279
6	-14.773068	0.148921
0	1.794654	-6.558231
1	-10.185837	-9.552963
2	-7.913334	9.659782
4	-25.000773	-22.120982
4	-26.229822	-14.763199
0	3.377611	-2.615429
5	1.883117	-11.830613
6	-6.652263	-8.489767
4	-25.095550	-17.198248
2	-2.903803	9.296001
5	-3.946885	-16.992986
5	-0.629096	-9.913625
1	-10.328043	-3.444616
0	-3.614565	-8.955707
0	8.687735	-7.727568
0	-3.058619	-12.013161
0	6.954228	-17.554283
5	-2.130811	-12.942671
4	-25.591479	-14.378136
0	-1.173013	-1.297943
0	-2.464892	-3.362606
5	-0.790585	-9.998190
1	-12.574673	-4.125543
0	-6.581140	-12.668884
1	-9.520927	-11.370659
0	0.141180	-5.736272
0	0.925397	-12.187541
1	-8.960263	-12.322460
3	-5.029116	-0.608198
2	-0.071328	12.846156
5	-1.619355	-18.084302
4	-27.591269	-14.288379
5	-3.934842	-15.929184
3	-4.595834	-2.803585
1	-9.435491	-8.053197
2	-13.520392	13.466255
0	3.801768	-10.971326
2	-8.826033	9.379816
5	6.806844	-14.619406
6	-10.676167	-12.596361
2	-2.446072	6.803642
1	-11.960603	-12.384962
6	-10.276605	-7.457641
4	-18.368099	-13.317192
4	-28.080759	-8.450409
4	-26.117546	-16.463524
6	-12.458801	-7.811714
6	-11.318769	-2.379420
3	3.148035	-7.421340
3	-3.161684	-6.874454
6	-9.887547	-1.864098
4	-22.588650	-11.120433
5	-3.619255	-17.957621
3	-0.428206	-6.588511
0	5.506348	-10.482028
1	-10.068109	-14.809245
0	-2.853910	-6.819647
4	-26.040864	-20.175235
1	-11.251116	-11.873119
4	-21.266234	-17.338501
5	-2.604057	-10.898985
5	-1.876958	-13.240173
0	3.870957	-9.441534
0	-0.214868	-9.794926
0	3.024310	-5.196114
0	-2.740170	-11.481412
2	-11.952811	11.625724
3	-1.390187	-4.221603
2	-7.170694	7.140714
5	0.514884	-14.128205
1	-14.018007	-6.162836
1	-5.502647	-8.246341
0	-1.604711	-11.060037
6	-6.386754	-5.762171
1	-8.634700	-10.579670
6	-7.041225	-3.821801
4	-22.803123	-24.203217
1	-6.001301	-8.140558
6	-9.079414	-6.560504
2	-6.172234	10.127709
3	-7.311556	-7.793282
2	-7.879825	12.366121
0	-5.562069	-12.726153
4	-23.288755	-11.338745
4	-25.094580	-13.419121
3	-4.033824	-4.534544
5	-1.904325	-12.657716
2	-8.446609	4.573217
1	-13.045023	-14.834051
5	0.265271	-15.102617
4	-25.801790	-6.118771
3	-5.581835	-4.770914
6	-9.155342	-4.096395
3	-10.084568	1.847167
4	-22.036385	-14.892971
3	-6.097330	-3.678915
6	-8.166304	-7.175266
4	-20.218143	-15.550626
2	-8.653914	10.337604
4	-21.466916	-15.758263
4	-25.395171	-11.070498
0	3.834600	-10.785749
4	-20.453470	-19.534349
2	-6.571202	11.263696
4	-19.536108	-13.828435
0	1.991621	-7.594444
6	-8.695630	-8.935758
0	4.758248	-4.847126
4	-25.906716	-10.887057
0	-1.650140	-2.814012
1	-10.700348	-7.995184
3	-9.205654	-5.751233
2	-3.838361	12.952734
3	0.069212	-2.728879
5	-4.096897	-13.203320
6	-15.824643	-9.326933
6	-12.344485	-1.491364
6	-6.913988	-8.396690
1	-9.234048	-10.320586
1	-10.286274	-8.839076
6	-3.891431	-6.676856
3	-2.186744	-3.666375
1	-12.791681	-14.634766
2	-5.714300	6.242008
4	-24.676798	-15.325633
3	-3.184792	-6.175005
